Word,Synonyms
drove,drive|drive;motor|drive|force;drive;ram|drive|repel;drive;repulse;force back;push back;beat back|drive|drive|drive|tug;labor;labour;push;drive|drive;get;aim|drive;ride|drive|drive|drive|drive;take|drive|drive|drive|drive|drive|drive
drubbing,thrashing;walloping;debacle;slaughter;trouncing;whipping|beating;thrashing;licking;lacing;trouncing;whacking
drubbing,cream;bat;clobber;drub;thrash;lick
drug,dose|do drugs
drugging,sedation
drugging,drug;dose|drug;do drugs
drugstore,apothecary's shop;chemist's;chemist's shop;pharmacy
drum,membranophone;tympan|barrel|metal drum|brake drum|drumfish
drum,beat;thrum|cram;grind away;bone up;swot;get up;mug up;swot up;bone
drumbeat,rub-a-dub;rataplan
drumming,drum;beat;thrum|drum|cram;grind away;drum;bone up;swot;get up;mug up;swot up;bone
drunkenness,inebriation;inebriety;intoxication;tipsiness;insobriety|alcoholism;alcohol addiction;inebriation|drink;drinking;boozing;crapulence
druze,Druze;Druse
dryden,Dryden;John Dryden
dryer,drier
dryer,dry|dry|dry|dry|dry|dry
dryer,dry;ironic;ironical;wry|dry|dry;juiceless|dry|dry|dry|dry|dry|dry|dry;teetotal
dryness,waterlessness;xerotes|sobriety|dispassion;dispassionateness
drywall,wallboard;dry wall
ds,darmstadtium;Ds;element 110;atomic number 110|Bureau of Diplomatic Security;DS|Doctor of Science;DS;ScD|vitamin D;calciferol;viosterol;ergocalciferol;cholecalciferol;D|five hundred;500;D|D;d
dub,nickname|knight
dubai,Dubai
dubbing,dub;nickname|dub|knight;dub
dublin,Dublin;Irish capital;capital of Ireland
duck,duck's egg
duck,dip;douse|hedge;fudge;evade;put off;circumvent;parry;elude;skirt;dodge;sidestep
duct,epithelial duct;canal;channel
dude,fellow;buster|dandy;fop;gallant;sheik;beau;swell;fashion plate;clotheshorse
duel,affaire d'honneur
duet,couple;pair;twosome;twain;brace;span;yoke;couplet;distich;duo;dyad;duad|duette;duo|couple;twosome;duo|duette;duo|pas de deux
duffel,duffel bag;duffle bag;duffle|duffle
dug,dig;delve;cut into;turn over|dig;dig out|labor;labour;toil;fag;travail;grind;drudge;dig;moil|dig;dig up;dig out|dig|excavate;dig;hollow|jab;prod;stab;poke;dig|grok;get the picture;comprehend;savvy;dig;grasp;compass;apprehend
dugout,dugout canoe;pirogue|bunker
dukedom,duchy
dulles,Dulles;John Foster Dulles
dulles,dull|dull|muffle;mute;dull;damp;dampen;tone down|numb;benumb;blunt;dull|dull;blunt|pall;dull|dull
duluth,Duluth
duma,Duma
dumas,Dumas;Alexandre Dumas|Duma
dumbbell,dummy;dope;boob;booby;pinhead
dump,shit|garbage dump;trash dump;rubbish dump;wasteyard;waste-yard;dumpsite
dump,ditch|underprice|plunge|deck;coldcock;knock down;floor
dumping,dump|dump;ditch|dump;underprice|dump|plunge;dump|deck;coldcock;dump;knock down;floor
dumplings,dumpling|dumpling|dumpling
dumps,mopes|shit;dump|dump;garbage dump;trash dump;rubbish dump;wasteyard;waste-yard;dumpsite|dump|dump
dumps,dump|dump;ditch|dump;underprice|dump|plunge;dump|deck;coldcock;dump;knock down;floor
dumpster,Dumpster
duncan,Duncan;Isadora Duncan
dune,sand dune
dung,droppings;muck
dungeon,keep;donjon
dunk,dunk shot;stuff shot
dunk,dip;souse;plunge;douse|dip
dunkirk,Dunkirk|Dunkirk;Dunkerque|Dunkirk;Dunkerque
duo,couple;pair;twosome;twain;brace;span;yoke;couplet;distich;duet;dyad;duad|duet;duette|couple;twosome;duet|duet;duette
dupe,victim
dupe,gull;slang;befool;cod;fool;put on;take in;put one over;put one across
duplicity,fraudulence|double-dealing
durability,lastingness;enduringness;strength
durango,Durango;Victoria de Durango
durant,Durant;Will Durant;William James Durant
duration,continuance|continuance|length
durban,Durban
durham,Durham|Durham;shorthorn
dushanbe,Dushanbe;Dusanbe;Dyushambe;Stalinabad;capital of Tajikistan
dusk,twilight;gloaming;gloam;nightfall;evenfall;fall;crepuscule;crepuscle
dust,debris;junk;rubble;detritus
dust,scatter;sprinkle;dot;disperse
dustbin,ashcan;trash can;garbage can;wastebin;ash bin;ash-bin;ashbin;trash barrel;trash bin
duster,dust storm;sandstorm;sirocco|gaberdine;gabardine;smock;dust coat|dustcloth;dustrag
dustman,garbage man;garbageman;garbage collector;garbage carter;garbage hauler;refuse collector
dutchman,Netherlander;Dutchman;Hollander
duty,responsibility;obligation|tariff
dvorak,Dvorak;Antonin Dvorak
dwarf,midget;nanus|gnome
dwarf,shadow;overshadow
dwarfism,nanism
dweller,inhabitant;habitant;denizen;indweller
dwelling,home;domicile;abode;habitation;dwelling house
dwelling,brood;dwell|dwell;consist;lie;lie in|populate;dwell;live;inhabit|dwell;inhabit|harp;dwell
dye,dyestuff
dylan,Dylan;Bob Dylan|Dylan
dynamics,kinetics|moral force;dynamic
dynamism,vigor;vigour;heartiness|pizzazz;pizzaz;oomph;zing
dynamometer,ergometer
dysfunction,disfunction
dystrophy,muscular dystrophy
e,vitamin E;tocopherol;E|einsteinium;Es;E;atomic number 99|east;due east;eastward;E|E
ea,Ea
eagerness,avidity;avidness;keenness|readiness;zeal;forwardness
eagle,bird of Jove
eagle,double birdie
ear,auricle;pinna|spike;capitulum
earner,wage earner
earnestness,seriousness;sincerity|seriousness;serious-mindedness;sincerity
earnings,net income;net;net profit;lucre;profit;profits|wage;pay;remuneration;salary
earnings,gain;take in;clear;make;earn;realize;realise;pull in;bring in|earn;garner
earshot,earreach;hearing
earth,Earth;world;globe|ground|land;dry land;ground;solid ground;terra firma|Earth|worldly concern;earthly concern;world|ground
earthquake,quake;temblor;seism
ease,easiness;simplicity;simpleness|comfort|relief|informality|rest;repose;relaxation
ease,comfort|facilitate;alleviate|still;allay;relieve
easement,easing;alleviation;relief
easing,moderation;relief|easement;alleviation;relief
easing,ease|comfort;ease|facilitate;ease;alleviate|still;allay;relieve;ease
easter,Easter|east wind;easterly
eastman,Eastman;George Eastman
eatery,restaurant;eating house;eating place
eating,feeding
eating,eat|eat|feed;eat|eat;eat on|consume;eat up;use up;eat;deplete;exhaust;run through;wipe out|corrode;eat;rust
eats,chow;chuck;grub
eats,eat|eat|feed;eat|eat;eat on|consume;eat up;use up;eat;deplete;exhaust;run through;wipe out|corrode;eat;rust
eb,exabit;Ebit;Eb|exabyte;EB|exabyte;exbibyte;EB;EiB
ebb,ebbing;wane|reflux
ebb,ebb away;ebb down;ebb out;ebb off
ebbing,ebb;wane
ebbing,ebb;ebb away;ebb down;ebb out;ebb off|ebb|ebb
ebola,Ebola hemorrhagic fever;Ebola fever;Ebola
ecc,error correction code;ECC
ecclesiasticus,Ben Sira;Sirach;Ecclesiasticus;Wisdom of Jesus the Son of Sirach
echo,reverberation;sound reflection;replication|Echo
echo,repeat|resound;ring;reverberate|recall
eclipse,occultation
eclipse,overshadow;dominate|occult
ecology,bionomics;environmental science
economics,economic science;political economy
economist,economic expert
economy,economic system|thriftiness|saving
ecstasy,rapture;transport;exaltation;raptus|rapture|Adam;XTC;go;disco biscuit;cristal;X;hug drug
ecuador,Ecuador;Republic of Ecuador
ed,erectile dysfunction;male erecticle dysfunction;ED
eddy,Eddy;Mary Baker Eddy;Mary Morse Baker Eddy|twist
eddy,purl;whirlpool;swirl;whirl
edema,oedema;hydrops;dropsy
eden,Eden;paradise;nirvana;heaven;promised land;Shangri-la|Eden;Garden of Eden
edgar,Edgar
edge,border|boundary;bound|sharpness
edge,inch|border|border;adjoin;abut;march;butt;butt against;butt on
edging,edge;inch|border;edge|border;adjoin;edge;abut;march;butt;butt against;butt on|edge
edict,decree;fiat;order;rescript
edifice,building
edinburgh,Edinburgh
edison,Edison;Thomas Edison;Thomas Alva Edison
editing,redaction
editing,edit;redact|edit|edit;cut;edit out|edit;blue-pencil;delete
edition,version;variant;variation
editor,editor in chief|editor program
edmonton,Edmonton
edo,Edo|Tokyo;Tokio;Yeddo;Yedo;Edo;Japanese capital;capital of Japan
education,instruction;teaching;pedagogy;didactics;educational activity|training;breeding|Department of Education;Education Department;Education
educator,pedagogue;pedagog
edward,Edward;Edward VIII;Duke of Windsor|Edward;Edward VII;Albert Edward|Edward;Edward VI|Edward;Edward V|Edward;Edward IV|Edward;Edward III|Edward;Edward II|Edward;Edward I|Edward;Prince Edward;Edward Antony Richard Louis|Edward;Black Prince
edwards,Edwards;Jonathan Edwards|Edward;Edward VIII;Duke of Windsor|Edward;Edward VII;Albert Edward|Edward;Edward VI|Edward;Edward V|Edward;Edward IV|Edward;Edward III|Edward;Edward II|Edward;Edward I|Edward;Prince Edward;Edward Antony Richard Louis|Edward;Black Prince
edwin,Edwin
ee,electrical engineering;EE
eec,European Union;EU;European Community;EC;European Economic Community;EEC;Common Market;Europe
eelam,Eelam;Tamil Eelam
effect,consequence;outcome;result;event;issue;upshot|impression|essence;burden;core;gist|force
effect,effectuate;set up
effectiveness,effectivity;effectualness;effectuality|potency;strength
effects,personal effects|consequence;effect;outcome;result;event;issue;upshot|impression;effect|effect|effect;essence;burden;core;gist|effect;force|effect
effects,effect;effectuate;set up|effect
efficacy,efficaciousness
effort,attempt;endeavor;endeavour;try|elbow grease;exertion;travail;sweat|feat;exploit|campaign;cause;crusade;drive;movement
egg,eggs|testis;testicle;orchis;ball;ballock;bollock;nut
eggplant,aubergine;mad apple|aubergine;brinjal;eggplant bush;garden egg;mad apple;Solanum melongena
eggs,egg|egg|egg|testis;testicle;orchis;ball;ballock;bollock;nut;egg
eggs,egg|egg
egis,breastplate;aegis
ego,egotism;self-importance|self
egypt,Egypt;Arab Republic of Egypt;United Arab Republic|Egyptian Empire;Egypt
ehf,extremely high frequency;EHF
eiffel,Eiffel;Alexandre Gustave Eiffel
eindhoven,Eindhoven
einstein,Einstein;Albert Einstein|genius;mastermind;brain;brainiac;Einstein
eisenhower,Eisenhower;Dwight Eisenhower;Dwight D. Eisenhower;Dwight David Eisenhower;Ike;President Eisenhower
ejection,expulsion;projection;forcing out|exclusion;expulsion;riddance
ekg,electrocardiogram;cardiogram;EKG;ECG
el,elevation;EL;altitude;ALT|elevated railway;elevated railroad;elevated;overhead railway
elam,Elam;Susiana
elation,high spirits;lightness
elbow,elbow joint;human elbow;cubitus;cubital joint;articulatio cubiti
eldorado,El Dorado
electra,Electra
electrician,lineman;linesman
electricity,electrical energy
elegy,lament
element,component;constituent;factor;ingredient|component;constituent|chemical element
elements,component;constituent;element;factor;ingredient|component;constituent;element|chemical element;element|element|element|element|element
elevation,lift;raising|acme;height;peak;pinnacle;summit;superlative;meridian;tiptop;top|EL;altitude;ALT|natural elevation|aggrandizement;aggrandisement
elevator,lift
elijah,Elijah
elimination,riddance|evacuation;excretion;excreting;voiding|reasoning by elimination|liquidation
elisa,enzyme-linked-immunosorbent serologic assay;ELISA
elizabeth,Elizabeth;Elizabeth II|Elizabeth;Elizabeth I
elk,European elk;moose;Alces alces|wapiti;American elk;Cervus elaphus canadensis|red deer;American elk;wapiti;Cervus elaphus
ellas,Greece;Hellenic Republic;Ellas
ellipse,oval
ellipsis,eclipsis
ellison,Ellison;Ralph Ellison;Ralph Waldo Ellison
elmont,Elmont
eluding,slip;elusion
eluding,elude;evade;bilk|elude;escape|hedge;fudge;evade;put off;circumvent;parry;elude;skirt;dodge;duck;sidestep
elves,elf;hob;gremlin;pixie;pixy;brownie;imp|extremely low frequency;ELF
elvis,acid;back breaker;battery-acid;dose;dot;Elvis;loony toons;Lucy in the sky with diamonds;pane;superman;window pane;Zen
em,em quad;mutton quad|pica em;pica
email,electronic mail;e-mail
email,e-mail;netmail
emancipator,manumitter
embargo,trade embargo;trade stoppage
embarrassment,overplus;plethora;superfluity
embellishment,embroidery|ornamentation
ember,coal
embezzlement,peculation;defalcation;misapplication;misappropriation
emblem,allegory
embodiment,incarnation;avatar|shape
embolism,intercalation
embrace,embracing;embracement|bosom
embrace,encompass;comprehend;cover|hug;bosom;squeeze|espouse;adopt;sweep up
embracing,embrace;embracement
embracing,embrace;encompass;comprehend;cover|embrace;hug;bosom;squeeze|espouse;embrace;adopt;sweep up
embroidery,embellishment|fancywork
embryo,conceptus;fertilized egg
emcee,master of ceremonies;host
emcee,compere
emergence,outgrowth;growth|egress;issue|emersion|egress;egression
emergency,exigency;pinch|hand brake;emergency brake;parking brake
emerson,Emerson;Ralph Waldo Emerson
emigration,out-migration;expatriation
emile,Emile
emilia,Emilia;genus Emilia
emir,amir;emeer;ameer
emissary,envoy
emission,emanation|discharge|discharge;expelling
emmer,starch wheat;two-grain spelt;Triticum dicoccum
emmet,ant;pismire
emmy,Emmy
emperor,emperor moth;Saturnia pavonia|emperor butterfly
emphasis,accent|vehemence|stress;accent
emphasizing,accenting;accentuation
emphasizing,stress;emphasize;emphasise;punctuate;accent;accentuate|underscore;underline;emphasize;emphasise
emphysema,pulmonary emphysema
empire,imperium|conglomerate|Empire
employ,employment
employ,use;utilize;utilise;apply|hire;engage
employment,employ|work|engagement|use;usage;utilization;utilisation;exercise
empowerment,authorization;authorisation
emptiness,void;vacancy;vacuum|vanity
emu,electromagnetic unit|Dromaius novaehollandiae;Emu novaehollandiae
en,nut
enactment,passage|act|portrayal;characterization;personation
enamel,tooth enamel
encampment,campsite;campground;camping site;camping ground;bivouac;camping area|camp;cantonment;bivouac|camping;bivouacking;tenting
encephalitis,cephalitis;phrenitis
encephalopathy,brain disorder;brain disease
enchantment,captivation;enthrallment;fascination|spell;trance|bewitchment
encirclement,blockade
enclosure,enclosing;envelopment;inclosure|natural enclosure|inclosure
encounter,brush;clash;skirmish|meeting|coming upon|confrontation;showdown;face-off
encounter,meet;run into;run across;come across;see|find;happen;chance;bump|run into|meet;receive|meet;play;take on
encouragement,boost
encroachment,invasion;intrusion|trespass;violation;intrusion;usurpation|impingement;impact
encryption,encoding
encyclopedia,cyclopedia;encyclopaedia;cyclopaedia
end,terminal|ending|last;final stage|goal|destruction;death|conclusion;close;closing;ending|remainder;remnant;oddment
end,stop;finish;terminate;cease|terminate|terminate
endangerment,hazard;jeopardy;peril;risk
endeavor,enterprise;endeavour|attempt;effort;endeavour;try
endeavor,endeavour;strive
endeavour,enterprise;endeavor|attempt;effort;endeavor;try
endeavour,endeavor;strive
endgame,end game|end game
ending,termination|termination;conclusion|end|conclusion;finish|conclusion;end;close;closing
ending,end;stop;finish;terminate;cease|end;terminate|end;terminate|end
endorsement,indorsement;blurb|second;secondment;indorsement|sanction;countenance;indorsement;warrant;imprimatur|indorsement|indorsement
endorser,subscriber;indorser;ratifier|indorser
endowment,gift;talent;natural endowment|endowment fund
endpoint,end point;termination;terminus
endurance,survival
enemy,foe;foeman;opposition|foe
energizer,energiser;vitalizer;vitaliser;animator|energiser
energy,free energy|vigor;vigour;zip|push;get-up-and-go|muscularity;vigor;vigour;vim|vim;vitality|Department of Energy;Energy Department;Energy;DOE
enfolding,involution
enfolding,envelop;enfold;enwrap;wrap;enclose
enforcer,hatchet man
engagement,battle;conflict;fight|date;appointment|betrothal;troth|employment|booking|mesh;meshing;interlocking|participation;involvement;involution
